,Date,Time,AM-PM,Water Level +/- MSL,Well Elevation,Well Name
41,2/18/2003,2:37:00,PM,29.15,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
42,3/19/2003,8:30:00,AM,29.46,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
43,4/22/2003,10:00:00,AM,29.5,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
44,5/29/2003,11:00:00,AM,29.01,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
45,5/30/2003,7:15:00,AM,29.36,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
46,6/19/2003,7:45:00,AM,29.43,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
47,7/30/2003,11:40:00,AM,28.9,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
48,9/11/2003,10:25:00,AM,28.82,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
49,10/28/2003,9:45:00,AM,29.39,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
50,2/10/2004,9:00:00,AM,28.16,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
51,4/1/2004,1:10:00,PM,29.19,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
52,6/2/2004,10:30:00,AM,28.95,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
53,8/19/2004,12:25:00,PM,28.8,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
54,9/23/2004,7:30:00,AM,28.8,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
55,10/26/2004,9:40:00,AM,29.17,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
56,11/23/2004,10:10:00,AM,28.9,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
57,12/14/2004,9:45:00,AM,29.15,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
58,1/25/2005,10:45:00,AM,29.22,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
59,2/28/2005,1:50:00,PM,29.01,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
60,3/24/2005,11:10:00,AM,28.95,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
61,4/20/2005,9:45:00,AM,28.89,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
62,5/24/2005,8:10:00,AM,29.13,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
63,7/11/2005,12:40:00,PM,28.9,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
64,8/4/2005,12:45:00,PM,28.81,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
65,9/1/2005,11:15:00,AM,28.8,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
66,10/14/2005,12:20:00,PM,29.14,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
67,12/7/2005,8:35:00,AM,28.91,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
68,4/12/2006,12:15:00,PM,29.36,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
69,6/28/2006,9:35:00,AM,29.23,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
70,7/16/2006,11:05:00,AM,29.05,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
71,9/20/2006,8:10:00,AM,28.99,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
72,1/18/2007,11:15:00,AM,29.81,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
73,3/13/2007,11:10:00,AM,29.87,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
74,4/17/2007,8:05:00,AM,28.46,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
75,5/22/2007,10:25:00,AM,29.4,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
76,10/29/2007,12:53:00,PM,29.09,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
77,1/3/2008,10:45:00,AM,29.66,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
78,3/19/2008,10:10:00,AM,29.59,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
79,4/29/2008,11:20:00,AM,29.63,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
80,5/27/2008,11:30:00,AM,29.54,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
81,6/23/2008,1:10:00,PM,29.5,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
82,7/22/2008,8:00:00,AM,29.23,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
83,9/23/2008,1:00:00,PM,28.89,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
84,10/23/2008,11:10:00,AM,29.05,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
85,11/19/2008,12:00:00,PM,29.01,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
86,1/28/2009,8:55:00,AM,28.95,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
87,2/27/2009,8:40:00,AM,28.97,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
88,3/24/2009,9:20:00,AM,28.86,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
89,6/8/2009,11:05:00,AM,28.13,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
90,7/17/2009,9:30:00,AM,28.58,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
91,8/18/2009,10:15:00,AM,27.84,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
92,9/15/2009,9:40:00,AM,27.65,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
93,10/23/2009,7:55:00,AM,28.61,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
94,11/9/2009,9:00:00,AM,28.72,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
95,12/8/2009,9:25:00,AM,28.85,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
96,1/6/2010,8:45:00,AM,29.09,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
97,2/9/2010,8:30:00,AM,29.39,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
98,3/25/2010,7:45:00,AM,29.78,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
99,4/20/2010,9:45:00,AM,29.73,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
100,5/13/2010,9:15:00,AM,29.03,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
101,6/30/2010,7:40:00,AM,29.23,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
102,8/3/2010,9:00:00,AM,29.1,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
103,9/22/2010,9:10:00,AM,29.19,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
104,10/6/2010,3:15:00,PM,29.29,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
105,10/11/2010,9:00:00,AM,29.33,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
106,11/16/2010,7:45:00,AM,29.24,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
107,12/14/2010,8:10:00,AM,29.21,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
108,1/6/2011,9:30:00,AM,29.3,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
109,2/22/2011,2:00:00,PM,29.47,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
110,3/15/2011,12:41:00,PM,30.11,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
111,3/30/2011,10:42:00,AM,29.72,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
112,4/15/2011,11:19:00,AM,29.68,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
113,4/27/2011,10:40:00,AM,29.75,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
114,5/25/2011,10:41:00,AM,29.96,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
115,6/15/2011,9:24:00,AM,29.44,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
116,6/29/2011,12:25:00,PM,29.88,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
117,8/5/2011,1:00:00,PM,29.42,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
118,8/24/2011,1:30:00,PM,29.55,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
119,9/30/2011,10:35:00,AM,29.61,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
120,10/25/2011,10:55:00,AM,29.01,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
121,12/5/2011,12:25:00,PM,29.16,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
122,12/30/2011,12:20:00,PM,29.77,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
123,1/30/2012,1:10:00,PM,29.38,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
124,1/30/2012,1:10:00,PM,29.38,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
125,2/1/2012,9:30:00,AM,29.54,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
126,3/1/2012,10:05:00,AM,29.48,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
127,3/28/2012,12:35:00,PM,29.64,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
128,4/24/2012,2:35:00,PM,29.52,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
129,5/16/2012,12:50:00,PM,29.52,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
130,7/3/2012,12:20:00,PM,29.51,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
131,8/2/2012,10:35:00,AM,29.17,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
132,8/24/2012,9:15:00,AM,29.21,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
133,10/4/2012,2:00:00,PM,29.14,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
134,11/7/2012,2:50:00,PM,29.35,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
135,1/14/2013,12:35:00,PM,29.48,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
136,2/4/2013,1:15:00,PM,29.92,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
137,3/4/2013,12:40:00,PM,29.73,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
138,4/1/2013,12:40:00,PM,29.72,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
139,6/3/2013,12:10:00,PM,29.62,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
140,7/10/2013,1:35:00,PM,30.32,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
141,8/2/2013,12:15:00,PM,29.45,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
142,9/3/2013,1:00:00,PM,29.44,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
143,10/2/2013,12:30:00,PM,29.4,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
144,1/3/2014,12:55:00,PM,29.41,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
145,1/31/2014,12:05:00,PM,29.46,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
146,4/7/2014,1:00:00,PM,29.41,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
147,6/3/2014,12:50:00,PM,29.34,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
148,8/11/2014,1:35:00,PM,29.39,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
149,9/2/2014,1:45:00,PM,29.52,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
150,10/29/2014,10:35:00,AM,29.54,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
151,12/3/2014,12:25:00,PM,29.7,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
152,1/5/2015,2:00:00,PM,29.48,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
153,3/2/2015,2:15:00,PM,29.79,120.00,AAC079  KPUD N PENINSULA CLIFFSIDE
0,4/7/2005,5:07:00,PM,,,AAC110  KPUD NORTH BAINBRIDGE WELL 10
1,4/8/2005,9:00:00,AM,,,AAC110  KPUD NORTH BAINBRIDGE WELL 10
2,4/12/2005,6:11:00,PM,,,AAC110  KPUD NORTH BAINBRIDGE WELL 10
3,4/18/2005,2:40:00,PM,,,AAC110  KPUD NORTH BAINBRIDGE WELL 10
4,4/19/2005,8:00:00,AM,,,AAC110  KPUD NORTH BAINBRIDGE WELL 10
5,4/20/2005,10:06:00,AM,,,AAC110  KPUD NORTH BAINBRIDGE WELL 10
6,4/21/2005,8:17:00,AM,,,AAC110  KPUD NORTH BAINBRIDGE WELL 10
7,4/21/2005,10:00:00,AM,,,AAC110  KPUD NORTH BAINBRIDGE WELL 10
8,4/28/2005,2:51:00,PM,22.35,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
9,6/1/2005,11:32:00,AM,20.34,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
10,6/26/2005,11:23:00,AM,18.63,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
11,7/29/2005,3:23:00,PM,14.95,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
12,10/12/2005,10:03:00,AM,13.78,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
13,11/2/2005,11:14:00,AM,15.16,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
14,11/30/2005,10:38:00,AM,16.04,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
15,1/31/2006,9:58:00,AM,17.59,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
16,3/2/2006,9:45:00,AM,18.08,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
17,4/3/2006,10:36:00,AM,14.92,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
18,4/24/2006,1:20:00,PM,16.23,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
19,5/1/2006,1:30:00,PM,15.74,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
20,6/5/2006,1:50:00,PM,13.47,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
21,8/1/2006,10:30:00,AM,7.67,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
22,9/7/2006,12:30:00,PM,6.47,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
23,10/10/2006,12:00:00,PM,9.27,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
24,10/31/2006,10:15:00,AM,11.69,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
25,11/14/2006,1:26:00,PM,12.68,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
26,12/4/2006,1:12:00,PM,14.09,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
27,1/5/2007,11:20:00,AM,15.81,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
28,1/30/2007,11:10:00,AM,16.22,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
29,2/6/2007,11:58:00,AM,16.25,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
30,2/6/2007,3:30:00,PM,9.89,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
31,2/12/2007,12:12:00,PM,16.82,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
32,2/26/2007,12:25:00,PM,18.0,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
33,3/23/2007,9:41:00,AM,18.81,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
34,5/1/2007,12:40:00,PM,17.28,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
35,5/29/2007,11:40:00,AM,15.64,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
36,6/26/2007,3:35:00,PM,13.99,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
37,7/31/2007,11:25:00,AM,10.01,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
38,8/31/2007,1:20:00,PM,9.44,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
39,10/2/2007,10:22:00,AM,11.42,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
40,10/22/2007,1:30:00,PM,13.32,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
41,10/22/2007,2:11:00,PM,13.44,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
42,11/2/2007,11:50:00,AM,14.07,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
43,12/4/2007,12:20:00,PM,16.19,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
44,1/2/2008,1:05:00,PM,16.91,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
45,2/2/2008,1:20:00,PM,17.02,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
46,2/4/2008,10:15:00,AM,16.6,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
47,3/26/2008,10:40:00,AM,17.04,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
48,4/17/2008,11:10:00,AM,16.8,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
49,5/6/2008,2:40:00,PM,16.49,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
50,5/17/2008,12:31:00,PM,4.19,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
51,5/17/2008,1:27:00,PM,14.69,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
52,6/25/2008,10:05:00,AM,14.49,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
53,6/25/2008,11:10:00,AM,8.15,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
54,6/25/2008,12:16:00,PM,5.44,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
55,7/28/2008,10:00:00,AM,9.55,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
56,8/29/2008,12:03:00,PM,10.19,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
57,9/29/2008,12:55:00,PM,11.07,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
58,10/29/2008,10:00:00,AM,14.79,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
59,12/1/2008,10:10:00,AM,16.91,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
60,1/6/2009,9:23:00,AM,17.95,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
61,2/2/2009,10:25:00,AM,18.48,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
62,3/3/2009,1:24:00,PM,18.56,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
63,3/27/2009,11:05:00,AM,19.39,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
64,5/4/2009,1:15:00,PM,18.71,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
65,5/28/2009,9:48:00,AM,17.65,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
66,7/29/2009,11:00:00,AM,-2.8,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
67,9/1/2009,11:40:00,AM,6.75,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
68,9/30/2009,10:40:00,AM,10.74,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
69,10/10/2009,9:28:00,AM,14.49,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
70,11/30/2009,9:58:00,AM,15.95,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
71,1/5/2010,1:00:00,PM,16.39,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
72,2/1/2010,10:51:00,AM,18.84,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
73,4/5/2010,10:14:00,AM,20.68,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
74,6/3/2010,12:55:00,PM,18.01,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
75,7/26/2010,12:29:00,PM,2.08,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
76,10/4/2010,9:57:00,AM,13.5,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
77,11/29/2010,1:46:00,PM,17.59,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
78,2/2/2011,10:14:00,AM,18.52,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
79,4/13/2011,11:19:00,AM,20.16,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
80,5/19/2011,2:12:00,PM,20.52,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
81,7/7/2011,1:05:00,PM,15.31,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
82,7/27/2011,11:15:00,AM,14.65,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
83,10/4/2011,12:27:00,PM,12.2,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
84,11/1/2011,10:25:00,AM,14.69,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
85,11/28/2011,12:45:00,PM,16.49,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
86,1/11/2012,1:19:00,PM,17.12,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
87,2/6/2012,2:00:00,PM,17.94,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
88,2/28/2012,11:05:00,AM,18.49,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
89,4/3/2012,4:16:00,PM,20.26,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
90,5/29/2012,11:50:00,AM,18.72,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
91,7/9/2012,12:14:00,PM,18.39,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
92,7/30/2012,10:56:00,AM,15.76,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
93,8/29/2012,10:45:00,AM,12.22,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
94,9/26/2012,9:18:00,AM,11.64,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
95,2/4/2013,12:38:00,PM,19.17,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
96,3/29/2013,10:30:00,AM,18.2,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
97,4/30/2013,12:00:00,AM,16.79,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
98,5/31/2013,10:12:00,AM,14.98,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
99,7/29/2013,11:00:00,AM,9.45,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
100,10/3/2013,10:58:00,AM,12.56,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
101,11/6/2013,10:50:00,AM,16.84,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
102,12/2/2013,12:35:00,PM,18.73,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
103,1/13/2014,11:10:00,AM,18.24,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
104,2/3/2014,11:35:00,AM,18.63,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
105,4/2/2014,10:22:00,AM,19.04,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
106,6/2/2014,11:47:00,AM,16.41,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
107,7/31/2014,9:20:00,AM,2.92,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
108,9/30/2014,12:53:00,PM,10.31,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
109,12/3/2014,10:22:00,AM,15.78,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
110,2/3/2015,10:15:00,AM,18.09,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
111,4/1/2015,1:50:00,PM,18.34,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
112,5/4/2015,12:50:00,PM,18.64,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
113,6/1/2015,9:30:00,AM,16.39,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
114,7/2/2015,11:23:00,AM,-0.29,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
115,8/4/2015,10:00:00,AM,-3.66,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
116,9/1/2015,10:49:00,AM,6.83,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
117,9/28/2015,10:37:00,AM,10.11,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
118,12/2/2015,9:45:00,AM,19.32,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
119,2/2/2016,9:15:00,AM,22.2,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
120,2/29/2016,2:25:00,PM,23.02,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
121,4/5/2016,10:50:00,AM,23.84,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
122,8/3/2016,9:40:00,AM,8.52,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
123,9/1/2016,10:58:00,AM,7.27,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
124,10/4/2016,10:27:00,AM,10.69,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
125,11/3/2016,10:20:00,AM,14.11,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
126,11/30/2016,9:58:00,AM,15.96,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
127,1/5/2017,10:35:00,AM,17.35,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
128,11/14/2017,11:35:00,AM,14.35,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
129,12/11/2017,11:20:00,AM,15.73,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
130,1/10/2018,11:59:00,AM,17.33,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
131,2/6/2018,1:20:00,PM,17.11,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
132,3/6/2018,1:35:00,PM,17.53,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
133,4/9/2018,2:35:00,PM,20.21,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
134,5/9/2018,10:15:00,AM,19.06,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
135,6/4/2018,1:15:00,PM,15.42,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
136,8/1/2018,12:30:00,PM,4.37,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
137,9/13/2018,12:00:00,PM,6.29,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
138,10/8/2018,1:15:00,PM,9.9,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
139,11/9/2018,1:10:00,PM,13.06,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
140,12/10/2018,12:45:00,PM,15.63,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
141,1/7/2019,11:20:00,AM,17.98,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
142,2/26/2019,1:00:00,PM,18.15,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
143,3/5/2019,9:45:00,AM,17.78,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
144,5/14/2019,12:00:00,PM,15.87,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
145,8/12/2019,2:00:00,PM,7.97,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
146,10/25/2019,1:15:00,PM,12.03,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
147,11/6/2019,1:00:00,PM,12.38,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
148,12/16/2019,12:12:00,PM,15.63,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
149,1/10/2020,11:55:00,AM,16.3,351.00,AAC110  KPUD NORTH BAINBRIDGE WELL 10
